Pokemon:,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type 1,Type 2,Overland,Sky,Swim,Levitate,Burrow,H Jump,L Jump,Power,Naturewalk,Capability 1,Capability 2,Capability 3,Capability 4,Capability 5,Capability 6,Capability 7,Capability 8,Capability 9,Size,Weight,EggGroup1,EggGroup2,Type1,Type2
Totodile,5,7,6,4,5,4,Water,,6,0,6,0,0,1,2,2,Wetlands,Fountain,Underdog,-,-,-,-,-,-,-,Small,1,Monster,Water 1,Water,None
Toxicroak,8,11,7,9,7,9,Poison,Fight,6,0,6,0,0,3,4,8,-,-,-,-,-,-,-,-,-,-,Medium,3,Humanshape,-,Poison,Fighting
Tranquill,6,8,6,5,4,7,Normal,Flying,4,6,3,0,0,2,2,3,-,Guster,Underdog,-,-,-,-,-,-,-,Small,2,Flying,-,Normal,Flying
Trapinch,5,10,5,5,5,1,Ground,,4,0,3,0,4,1,1,2,Desert,Underdog,-,-,-,-,-,-,-,-,Small,2,Bug,-,Ground,None
Treecko,4,5,4,7,6,7,Grass,,5,0,3,0,0,2,2,2,"Grassland, Forest",Wallclimber,Underdog,-,-,-,-,-,-,-,Small,1,Monster,Dragon,Grass,None
Trevenant,9,11,8,7,8,6,Grass,Ghost,6,0,3,0,0,0,2,6,"Grassland, Forest",Phasing,Invisibility,-,-,-,-,-,-,-,Large,4,Grass,Amorphous,Grass,Ghost
Tropius,10,7,8,7,9,5,Grass,Flying,6,4,2,0,0,3,4,8,"Grassland, Forest",Guster,Planter (Berries),Mountable 2,-,-,-,-,-,-,Large,5,Monster,Plant,Grass,Flying
Trubbish,5,5,6,4,6,7,Poison,,4,0,2,0,0,1,1,2,Urban,Inflatable,Underdog,-,-,-,-,-,-,-,Small,3,Mineral,-,Poison,None
Turtwig,6,7,6,5,6,3,Grass,,4,0,2,0,2,2,2,3,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Plant,Grass,None
Tympole,5,5,4,5,4,6,Water,,3,0,3,0,0,1,1,1,Wetlands,Fountain,Underdog,-,-,-,-,-,-,-,Small,1,Water 1,-,Water,None
Tynamo,4,6,4,5,4,6,Electric,,2,0,5,4,0,1,1,1,-,Glow,Zapper,Underdog,-,-,-,-,-,-,Small,1,Indeterminate,-,Electric,None
Typhlosion,8,8,8,11,9,10,Fire,,9,0,5,0,0,2,2,6,Grassland,Firestarter,Heater,Glow,-,-,-,-,-,-,Medium,4,Field,-,Fire,None
Tyranitar,10,13,11,10,10,6,Rock,Dark,6,0,3,0,0,1,2,11,Mountain,Darkvision,-,-,-,-,-,-,-,-,Large,6,Monster,-,Rock,Dark
Tyrantrum,8,12,12,7,6,7,Rock,Dragon,7,0,4,0,0,1,2,10,Mountain,Mountable 2,-,-,-,-,-,-,-,-,Huge,6,Dragon,Monster,Rock,Dragon
Tyrogue,4,4,4,4,4,4,Fight,,4,0,2,0,0,1,1,4,-,Underdog,-,-,-,-,-,-,-,-,Small,2,Humanshape,-,Fighting,None
Tyrunt,6,9,8,5,5,5,Rock,Dragon,5,0,3,0,0,1,1,3,Mountain,Underdog,-,-,-,-,-,-,-,-,Small,1,Dragon,Monster,Rock,Dragon
Umbreon,10,7,11,6,13,7,Dark,,6,0,4,0,0,1,2,3,-,Darkvision,Tracker,Stealth,-,-,-,-,-,-,Medium,3,Field,-,Dark,None
Unfezant,8,11,8,7,6,9,Normal,Flying,6,8,4,0,0,3,3,5,-,Guster,-,-,-,-,-,-,-,-,Medium,3,Flying,-,Normal,Flying
Unown,5,7,5,7,5,5,Psychic,,0,0,2,4,0,1,1,1,-,Invisibility,Telekinetic,Gather Unown,Underdog,-,-,-,-,-,Small,1,Indeterminate,-,Psychic,None
Ursaring,9,13,8,8,8,6,Normal,,7,0,4,0,0,2,2,6,"Cave, Mountain",Tracker,-,-,-,-,-,-,-,-,Medium,5,Field,-,Normal,None
Uxie,8,8,13,8,13,10,Psychic,,5,7,4,0,0,1,1,2,-,Aura Reader,Telekinetic,Telepath,-,-,-,-,-,-,Small,1,None,-,Psychic,None
Vanillish,5,7,7,8,8,6,Ice,,3,0,2,5,0,1,1,2,Tundra,Chilled,Freezer,Underdog,-,-,-,-,-,-,Medium,3,Mineral,-,Ice,None
Vanillite,4,5,5,7,6,5,Ice,,3,0,2,3,0,1,1,1,Tundra,Chilled,Freezer,Underdog,-,-,-,-,-,-,Small,1,Mineral,-,Ice,None
Vanilluxe,7,10,9,11,10,8,Ice,,3,0,3,6,0,1,1,3,Tundra,Chilled,Freezer,-,-,-,-,-,-,-,Medium,4,Mineral,-,Ice,None
Vaporeon,13,7,6,11,10,7,Water,,5,0,8,0,0,1,2,3,-,Amorphous,Gilled,Tracker,Fountain,-,-,-,-,-,Medium,3,Field,-,Water,None
Venipede,3,5,6,3,4,6,Bug,Poison,5,0,2,0,0,2,2,1,"Grassland, Forest",Wallclimber,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Poison
Venomoth,7,7,6,9,8,9,Bug,Poison,2,6,2,0,0,1,2,2,-,-,-,-,-,-,-,-,-,-,Medium,2,Bug,-,Bug,Poison
Venonat,6,6,5,4,6,5,Bug,Poison,4,0,2,0,0,1,2,1,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Medium,3,Bug,-,Bug,Poison
Venusaur,8,8,8,10,10,8,Grass,Poison,6,0,4,0,0,2,2,8,"Grassland, Forest",Alluring (only in Rain),-,-,-,-,-,-,-,-,Large,5,Monster,Plant,Grass,Poison
Vespiquen,7,8,10,8,10,4,Bug,Flying,3,5,3,0,0,1,1,3,-,Pack Mon,Honey Gather,-,-,-,-,-,-,-,Medium,3,Bug,-,Bug,Flying
Vibrava,5,7,5,5,5,7,Ground,Dragon,5,6,3,4,2,2,2,2,Desert,Underdog,-,-,-,-,-,-,-,-,Medium,2,Bug,-,Ground,Dragon
Victini,10,10,10,10,10,10,Psychic,Fire,7,6,4,0,0,2,3,3,-,Aura Reader,Glow,Heater,Telekinetic,Telepath,-,-,-,-,Small,1,None,-,Psychic,Fire
Victreebel,8,11,7,10,6,7,Grass,Poison,6,0,3,0,0,1,1,4,"Grassland, Forest",-,-,-,-,-,-,-,-,-,Medium,2,Plant,-,Grass,Poison
Vigoroth,8,8,8,6,6,9,Normal,,7,0,4,0,0,2,2,4,Forest,Underdog,-,-,-,-,-,-,-,-,Medium,3,Field,-,Normal,None
Vileplume,8,8,9,10,9,5,Grass,Poison,5,0,3,0,0,1,1,2,"Grassland, Forest",-,-,-,-,-,-,-,-,-,Medium,2,Plant,-,Grass,Poison
Virizion,9,9,7,9,13,11,Grass,Fight,7,0,5,0,0,3,3,7,"Grassland, Forest",Mountable 1,-,-,-,-,-,-,-,-,Large,6,Field,-,Grass,Fighting
Vivillon,8,5,5,9,5,9,Bug,Flying,3,8,1,0,0,1,2,1,"Grassland, Forest",Threaded,Wallclimber,Underdog,-,-,-,-,-,-,Medium,1,Bug,-,Bug,Flying
Volbeat,7,7,6,5,8,9,Bug,,3,5,3,0,0,2,2,3,-,Glow,Wallclimber,Underdog,-,-,-,-,-,-,Small,2,Bug,Humanshape,Bug,None
Volcarona,9,6,7,14,11,10,Bug,Fire,2,7,3,0,0,1,1,3,-,Firestarter,Heater,Egg Warmer,-,-,-,-,-,-,Large,3,Bug,,Bug,Fire
Voltorb,4,3,5,6,6,10,Electric,,6,0,3,0,0,1,1,2,-,Shrinkable,Volatile Bomb,Zapper,Underdog,-,-,-,-,-,Small,1,Mineral,-,Electric,None
Vullaby,7,6,8,5,7,6,Dark,Flying,3,5,1,0,0,1,1,1,-,Darkvision,Guster,Underdog,-,-,-,-,-,-,Small,1,Flying,-,Dark,Flying
Vulpix,4,4,4,5,7,7,Fire,,4,0,2,0,0,1,2,2,"Forest, Mountain",Tracker,Underdog,-,-,-,-,-,-,-,Small,1,Field,-,Fire,None
Wailmer,13,7,4,7,4,6,Water,,3,0,4,0,0,3,3,5,Ocean,Fountain,Mountable 2,Underdog,-,-,-,-,-,-,Large,5,Field,Water 2,Water,None
Wailord,17,9,5,9,5,6,Water,,3,0,7,0,0,3,3,12,Ocean,Fountain,Mountable 20,-,-,-,-,-,-,-,Gigantic,6,Field,Water 2,Water,None
Walrein,11,8,9,10,9,7,Ice,Water,4,0,7,0,0,1,1,7,Tundra,Freezer,Mountable 1,-,-,-,-,-,-,-,Large,5,Water 1,Field,Ice,Water
Wartortle,6,6,8,7,8,6,Water,,6,0,6,0,0,1,1,4,Wetlands,Fountain,Underdog,-,-,-,-,-,-,-,Medium,2,Monster,Water 1,Water,None
Watchog,6,9,7,6,7,8,Normal,,7,0,4,0,0,3,4,3,Grassland,Tracker,Underdog,-,-,-,-,-,-,-,Medium,3,Field,-,Normal,None
Weavile,7,12,7,5,9,13,Dark,Ice,8,0,4,0,0,2,3,3,"Cave, Tundra",Darkvision,Stealth,-,-,-,-,-,-,-,Medium,3,Field,-,Dark,Ice
Weedle,4,4,3,2,2,5,Bug,Poison,5,0,0,0,1,1,1,1,"Grassland, Forest",Threaded,Wallclimber,Underdog,-,-,-,-,-,-,Small,1,Bug,-,Bug,Poison
Weepinbell,7,9,5,9,5,6,Grass,Poison,5,0,3,0,0,1,1,2,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Medium,1,Plant,-,Grass,Poison
Weezing,7,9,12,9,7,6,Poison,,2,0,1,4,0,1,1,4,-,Volatile Bomb,-,-,-,-,-,-,-,-,Medium,1,Indeterminate,-,Poison,None
Whimsicott,6,7,9,8,8,12,Grass,Fairy,6,7,2,0,0,3,3,2,-,Inflatable,Shrinkable,-,-,-,-,-,-,-,Small,1,Plant,Fairy,Grass,Fairy
Whirlipede,4,6,10,4,8,5,Bug,Poison,4,0,2,0,0,1,1,3,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Medium,4,Bug,-,Bug,Poison
Whiscash,11,8,7,8,7,6,Water,Ground,3,0,5,0,2,3,3,3,Wetlands,Tremorsense,Gilled,Fountain,-,-,-,-,-,-,Medium,2,Water 2,-,Water,Ground
Whismur,6,5,2,5,2,3,Normal,,3,0,1,0,0,1,1,1,Cave,Underdog,-,-,-,-,-,-,-,-,Small,2,Monster,Field,Normal,None
Wigglytuff,14,7,5,8,5,5,Normal,Fairy,6,0,3,0,0,1,2,3,"Grassland, Urban",Inflatable,Underdog,-,-,-,-,-,-,-,Medium,2,Fairy,-,Normal,Fairy
Wingull,4,3,3,6,3,9,Water,Flying,3,4,4,0,0,2,2,1,-,Underdog,-,-,-,-,-,-,-,-,Small,1,Water 1,Flying,Water,Flying
Wobbuffet,19,3,6,3,6,3,Psychic,,4,0,2,0,0,1,1,3,-,-,-,-,-,-,-,-,-,-,Medium,3,Indeterminate,-,Psychic,None
Woobat,6,5,4,6,4,7,Psychic,Flying,1,4,2,0,0,1,1,1,-,Darkvision,Tracker,Underdog,-,-,-,-,-,-,Small,1,Field,Flying,Psychic,Flying
Wooper,6,5,5,3,3,2,Water,Ground,5,0,4,0,0,3,3,1,Wetlands,Fountain,Gilled,Underdog,-,-,-,-,-,-,Small,1,Water 1,Field,Water,Ground
Wormadam P,6,6,9,8,11,4,Bug,Grass,4,0,1,0,0,1,2,2,"Grassland, Forest",Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Grass
Wormadam (P),6,6,9,8,11,4,Bug,Grass,4,0,1,0,0,1,2,2,"Grassland, Forest",Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Grass
Wormadam-P,6,6,9,8,11,4,Bug,Grass,4,0,1,0,0,1,2,2,"Grassland, Forest",Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Grass
Wormadam Plant,6,6,9,8,11,4,Bug,Grass,4,0,1,0,0,1,2,2,"Grassland, Forest",Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Grass
Wormadam (Plant),6,6,9,8,11,4,Bug,Grass,4,0,1,0,0,1,2,2,"Grassland, Forest",Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Grass
Wormadam-Plant,6,6,9,8,11,4,Bug,Grass,4,0,1,0,0,1,2,2,"Grassland, Forest",Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Grass
Wormadam S,7,8,11,6,9,4,Bug,Ground,4,0,1,0,0,1,2,2,Desert,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Ground
Wormadam (S),7,8,11,6,9,4,Bug,Ground,4,0,1,0,0,1,2,2,Desert,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Ground
Wormadam-S,7,8,11,6,9,4,Bug,Ground,4,0,1,0,0,1,2,2,Desert,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Ground
Wormadam Sand,7,8,11,6,9,4,Bug,Ground,4,0,1,0,0,1,2,2,Desert,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Ground
Wormadam (Sand),7,8,11,6,9,4,Bug,Ground,4,0,1,0,0,1,2,2,Desert,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Ground
Wormadam-Sand,7,8,11,6,9,4,Bug,Ground,4,0,1,0,0,1,2,2,Desert,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Ground
Wormadam T,6,7,10,7,10,4,Bug,Steel,4,0,1,0,0,1,2,2,-,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Steel
Wormadam (T),6,7,10,7,10,4,Bug,Steel,4,0,1,0,0,1,2,2,-,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Steel
Wormadam-T,6,7,10,7,10,4,Bug,Steel,4,0,1,0,0,1,2,2,-,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Steel
Wormadam Trash,6,7,10,7,10,4,Bug,Steel,4,0,1,0,0,1,2,2,-,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Steel
Wormadam (Trash),6,7,10,7,10,4,Bug,Steel,4,0,1,0,0,1,2,2,-,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Steel
Wormadam-Trash,6,7,10,7,10,4,Bug,Steel,4,0,1,0,0,1,2,2,-,Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,Steel
Wurmple,5,5,4,2,3,2,Bug,,3,0,2,0,1,1,1,1,"Grassland, Forest",Threaded,Split Evolution,Wallclimber,Underdog,-,-,-,-,-,Small,1,Bug,-,Bug,None
Wynaut,10,2,5,2,5,2,Psychic,,3,0,1,0,0,1,1,2,-,Underdog,-,-,-,-,-,-,-,-,Small,2,Indeterminate,-,Psychic,None
Xatu,7,8,7,10,7,10,Psychic,Flying,6,8,2,0,0,4,4,2,-,Telepath,Premonition,-,-,-,-,-,-,-,Medium,2,Flying,-,Psychic,Flying
Xerneas,13,13,10,13,10,10,Fairy,,8,0,5,0,0,3,4,9,"Grassland, Forest",Sprouter,Telepath,Mountable 2,-,-,-,-,-,-,Huge,6,None,-,Fairy,None
Yamask,4,3,9,6,7,3,Ghost,,5,0,2,5,0,2,2,2,-,Phasing,Invisibility,Underdog,-,-,-,-,-,-,Small,1,Mineral,Indeterminate,Ghost,None
Yanma,7,7,5,8,5,10,Bug,Flying,2,4,2,0,0,1,1,3,-,Underdog,-,-,-,-,-,-,-,-,Medium,3,Bug,-,Bug,Flying
Yanmega,9,8,9,12,6,10,Bug,Flying,4,7,3,0,0,1,1,5,-,Mountable 1,-,-,-,-,-,-,-,-,Medium,4,Bug,-,Bug,Flying
Yveltal,13,13,10,13,10,10,Flying,Dark,5,8,5,0,0,2,2,8,-,Guster,Darkvision,Mindlock,Mountable 2,-,-,-,-,-,Huge,6,None,-,Dark,Flying
Zangoose,7,12,6,6,6,9,Normal,,6,0,4,0,0,2,2,5,"Desert, Grassland",-,-,-,-,-,-,-,-,-,Medium,3,Field,-,Normal,None
Zapdos,9,9,9,13,9,10,Electric,Flying,5,10,5,0,0,2,3,7,-,Glow,Guster,Zapper,Mountable 1,-,-,-,-,-,Large,4,Flying,-,Electric,Flying
Zebstrika,8,10,6,8,6,12,Electric,,8,0,4,0,0,1,2,7,Grassland,Glow,Zapper,Mountable 1,-,-,-,-,-,-,Large,4,Field,-,Electric,None
Zekrom,10,15,12,12,10,9,Dragon,Electric,8,7,6,0,0,2,2,12,-,Glow,Zapper,Telepath,Mountable 1,-,-,-,-,-,Gigantic,6,None,-,Dragon,Electric
Zigzagoon,4,3,4,3,4,6,Normal,,5,0,3,0,0,2,3,1,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Small,2,Field,-,Normal,None
Zoroark,6,11,6,12,6,11,Dark,,7,0,4,0,0,2,4,4,"Grassland, Forest",Darkvision,Stealth,Tracker,Pack Mon,Illusionist,-,-,-,-,Medium,4,Field,-,Dark,None
Zorua,4,7,4,8,4,7,Dark,,5,0,2,0,0,1,1,1,"Grassland, Forest",Darkvision,Stealth,Tracker,Pack Mon,Illusionist,Underdog,-,-,-,Small,2,Field,-,Dark,None
Zubat,4,5,4,3,4,6,Poison,Flying,2,5,1,0,0,1,1,1,-,Blindsense,Tracker,Underdog,-,-,-,-,-,-,Small,1,Flying,-,Poison,Flying
Zweilous,7,9,7,7,7,6,Dark,Dragon,6,0,3,0,0,1,1,4,-,Blindsense,Mindlock,Underdog,-,-,-,-,-,-,Medium,4,Dragon,-,Dark,Dragon
Zygarde,11,10,12,8,10,10,Dragon,Ground,7,0,5,0,9,2,2,9,-,Darkvision,Groundshaper,Tremorsense,Mountable 4,Forme Change,Zygarde Cells,-,-,-,Huge,6,None,-,Dragon,Ground
 Zygarde 50%,11,10,12,8,10,10,Dragon,Ground,7,0,5,0,9,2,2,9,-,Darkvision,Groundshaper,Tremorsense,Mountable 4,Forme Change,Zygarde Cells,-,-,-,Huge,6,None,-,Dragon,Ground
Zygarde-50%,11,10,12,8,10,10,Dragon,Ground,7,0,5,0,9,2,2,9,-,Darkvision,Groundshaper,Tremorsense,Mountable 4,Forme Change,Zygarde Cells,-,-,-,Huge,6,None,-,Dragon,Ground
Automateon,10,7,13,7,11,6,Steel,,6,0,3,0,0,1,1,5,-,Tracker,Magnetic,-,-,-,-,-,-,-,Medium,3,Field,-,Steel,None
Aviateon,10,6,7,11,7,13,Flying,,6,7,3,0,0,2,2,4,-,Tracker,Guster,-,-,-,-,-,-,-,Medium,3,Field,-,Flying,None
Champeon,11,13,10,6,7,7,Fight,,7,0,4,0,0,2,3,5,-,Tracker,-,-,-,-,-,-,-,-,Medium,3,Field,-,Fighting,None
Companeon,13,7,10,7,11,6,Normal,,6,0,3,0,0,1,2,4,-,Tracker,-,-,-,-,-,-,-,-,Medium,3,Field,-,Normal,None
Corroseon,10,6,7,13,7,11,Poison,,6,0,3,0,0,1,2,4,-,Tracker,Amorphous,-,-,-,-,-,-,-,Medium,3,Field,-,Poison,None
Draconeon,10,11,7,7,6,13,Dragon,,8,4,4,0,0,1,2,5,-,Tracker,-,-,-,-,-,-,-,-,Medium,3,Field,-,Dragon,None
Dungeon,11,10,13,7,6,7,Ground,,6,0,3,0,5,1,2,4,-,Tracker,Groundshaper,-,-,-,-,-,-,-,Medium,3,Field,-,Ground,None
Illuseon,6,13,10,7,7,11,Ghost,,6,0,3,0,0,1,2,4,-,Tracker,Invisibility,Phasing,-,-,-,-,-,-,Medium,3,Field,-,Ghost,None
Obsideon,7,10,11,7,13,6,Rock,,6,0,3,0,0,1,1,5,-,Tracker,Materializer,-,-,-,-,-,-,-,Medium,3,Field,-,Rock,None
Scorpeon,11,10,6,7,13,7,Bug,,6,0,3,0,2,1,2,4,-,Tracker,Threaded,-,-,-,-,-,-,-,Medium,3,Field,-,Bug,None
Alolan Rattata,3,6,4,3,4,7,Dark,Normal,6,0,4,0,0,2,2,1,"Grassland, Urban",Darkvision,Stealth,Underdog,-,-,-,-,-,-,Small,1,Field,-,Dark,Normal
Rattata Alolan,3,6,4,3,4,7,Dark,Normal,6,0,4,0,0,2,2,1,"Grassland, Urban",Darkvision,Stealth,Underdog,-,-,-,-,-,-,Small,1,Field,-,Dark,Normal
Rattata (Alola),3,6,4,3,4,7,Dark,Normal,6,0,4,0,0,2,2,1,"Grassland, Urban",Darkvision,Stealth,Underdog,-,-,-,-,-,-,Small,1,Field,-,Dark,Normal
Rattata (A),3,6,4,3,4,7,Dark,Normal,6,0,4,0,0,2,2,1,"Grassland, Urban",Darkvision,Stealth,Underdog,-,-,-,-,-,-,Small,1,Field,-,Dark,Normal
Alolan Raticate,8,7,7,4,8,8,Dark,Normal,7,0,6,0,0,2,2,3,"Grassland, Urban",Darkvision,Stealth,Tracker,Underdog,-,-,-,-,-,Small,3,Field,-,Dark,Normal
Raticate Alolan,8,7,7,4,8,8,Dark,Normal,7,0,6,0,0,2,2,3,"Grassland, Urban",Darkvision,Stealth,Tracker,Underdog,-,-,-,-,-,Small,3,Field,-,Dark,Normal
Raticate (Alola),8,7,7,4,8,8,Dark,Normal,7,0,6,0,0,2,2,3,"Grassland, Urban",Darkvision,Stealth,Tracker,Underdog,-,-,-,-,-,Small,3,Field,-,Dark,Normal
Raticate (A),8,7,7,4,8,8,Dark,Normal,7,0,6,0,0,2,2,3,"Grassland, Urban",Darkvision,Stealth,Tracker,Underdog,-,-,-,-,-,Small,3,Field,-,Dark,Normal
Raichu Alolan,6,9,5,10,9,11,Electric,Psychic,6,0,3,6,0,2,2,4,"Grassland, Urban",Telekinetic,-,-,-,-,-,-,-,-,Small,2,Fairy,Field,Electric,Psychic
Sandshrew Alolan,5,8,9,1,4,4,Ice,Steel,5,0,3,0,5,1,1,3,Tundra,Chilled,Tremorsense,Underdog,-,-,-,-,-,-,Small,3,Field,-,Ice,Steel
Sandslash Alolan,8,10,12,3,7,7,Ice,Steel,6,0,3,0,6,1,2,4,Tundra,Chilled,Tremorsense,-,-,-,-,-,-,-,Medium,4,Field,-,Ice,Steel
Vulpix Alolan,4,4,4,5,7,7,Ice,,4,0,2,0,0,1,2,2,"Mountain, Tundra",Freezer,Tracker,Underdog,-,-,-,-,-,-,Small,1,Field,-,Ice,
Ninetales Alolan,7,7,8,8,10,11,Ice,Fairy,6,0,3,0,0,1,2,4,"Mountain, Tundra",Freezer,Tracker,-,-,-,-,-,-,-,Medium,2,Field,-,Ice,Fairy
Diglett Alolan,1,6,3,4,5,9,Ground,Steel,1,0,0,0,6,0,0,3,-,Tremorsense,Underdog,-,-,-,-,-,-,-,Small,1,Field,-,Ground,Steel
Dugtrio Alolan,4,10,6,5,7,11,Ground,Steel,2,0,0,0,8,0,0,6,-,Groundshaper,Tremorsense,Underdog,-,-,-,-,-,-,Small,4,Field,-,Ground,Steel
Meowth Alolan,4,4,4,5,4,9,Dark,,5,0,2,0,0,1,1,2,Urban,Darkvision,Fortune,Stealth,Underdog,-,-,-,-,-,Small,1,Field,-,Dark,
Persian Alolan,7,6,6,8,7,12,Dark,,7,0,3,0,0,2,2,3,Urban,Darkvision,Pack Mon,Stealth,Tracker,-,-,-,-,-,Medium,3,Field,-,Dark,
Geodude Alolan,4,8,10,3,3,2,Rock,Electric,4,0,2,3,0,0,1,3,-,Magnetic,Underdog,Volatile Bomb,Zapper,-,-,-,-,-,Small,2,Mineral,-,Rock,Electric
Graveler Alolan,6,10,12,5,5,4,Rock,Electric,5,0,3,0,3,0,1,8,"Cave, Mountain",Magnetic,Underdog,Volatile Bomb,Zapper,-,-,-,-,-,Medium,5,Mineral,-,Rock,Electric
Golem Alolan,8,12,13,6,7,5,Rock,Electric,6,0,3,0,0,1,2,10,"Cave, Mountain",Groundshaper,Magnetic,Volatile Bomb,Zapper,-,-,-,-,-,Medium,6,Mineral,-,Rock,Electric
Grimer Alolan,8,8,5,4,5,3,Poison,Dark,4,0,3,0,0,1,1,3,-,Amorphous,Darkvision,Dead Silent,Sticky Hold,Underdog,Wallclimber,-,-,-,Small,3,Amorphous,-,Poison,Dark
Muk Alolan,11,11,8,7,10,5,Poison,Dark,5,0,4,0,0,1,1,6,-,Amorphous,Darkvision,Dead Silent,Sticky Hold,Wallclimber,-,-,-,-,Medium,4,Amorphous,-,Poison,Dark
Exeggutor Alolan,10,11,9,13,8,5,Grass,Dragon,5,0,3,0,0,1,2,6,"Forest, Grassland",Reach,-,-,-,-,-,-,-,-,Huge,6,Grass,-,Grass,Dragon
Marowak Alolan,6,8,11,5,8,5,Fire,Ghost,6,0,3,0,0,1,2,4,"Cave, Mountain",Darkvision,Glow,Underdog,Wielder,-,-,-,-,-,Medium,3,Monster,-,Fire,Ghost
Rowlet,7,6,6,5,5,4,Grass,Flying,2,4,2,0,0,1,1,1,-,Darkvision,Steath,Underdog,-,-,-,-,-,-,Small,1,Flying,-,Grass,Flying
Dartrix,8,8,8,7,7,5,Grass,Flying,4,6,2,0,0,2,2,2,-,Darkvision,Steath,Underdog,-,-,-,-,-,-,Small,2,Flying,-,Grass,Flying
Decidueye,8,11,8,10,10,7,Grass,Ghost,6,8,3,0,0,3,3,4,-,Darkvision,Dead Silent,Stealth,-,-,-,-,-,-,Medium,3,Flying,-,Grass,Ghost
Litten,5,7,4,6,4,7,Fire,,5,0,2,0,0,2,2,2,-,Firestarter,Tracker,Underdog,-,-,-,-,-,-,Small,1,Field,-,Fire,
Torracat,7,9,5,8,5,9,Fire,,7,0,4,0,0,2,2,6,-,Firestarter,Tracker,Underdog,-,-,-,-,-,-,Small,3,Field,-,Fire,
Incineroar,10,12,9,8,9,6,Fire,Dark,8,0,4,0,0,3,2,10,-,Darkvision,Firestarter,Tracker,-,-,-,-,-,-,Medium,4,Field,-,Fire,Dark
Popplio,5,5,5,7,6,4,Water,,3,0,4,0,0,2,2,1,-,Fountain,Underdog,-,-,-,-,-,-,-,Small,1,Water 1,Field,Water,
Brionne,6,7,7,9,8,5,Water,,4,0,5,0,0,2,2,3,-,Fountain,Underdog,-,-,-,-,-,-,-,Small,2,Water 1,Field,Water,
Primarina,8,7,7,13,12,6,Water,Fairy,5,0,7,0,0,3,3,5,-,Fountain,-,-,-,-,-,-,-,-,Medium,3,Water 1,Field,Water,Fairy
Pikipek,4,8,3,3,3,7,Normal,Flying,3,5,2,0,0,1,1,1,-,Guster,Underdog,-,-,-,-,-,-,-,Small,1,Flying,-,Normal,Flying
Trumbeak,6,9,5,4,5,8,Normal,Flying,4,7,3,0,0,2,2,2,-,Guster,Underdog,-,-,-,-,-,-,-,Small,2,Flying,-,Normal,Flying
Toucannon,8,12,8,8,8,6,Normal,Flying,4,8,3,0,0,3,3,4,-,Guster,-,-,-,-,-,-,-,-,Medium,3,Flying,-,Normal,Flying
Yungoos,5,7,3,3,3,5,Normal,,5,0,3,0,0,2,3,1,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Field,-,Normal,
Gumshoos,9,11,6,6,6,5,Normal,,7,0,4,0,0,2,2,3,Grassland,Tracker,Underdog,-,-,-,-,-,-,-,Small,2,Field,-,Normal,
Grubbin,5,6,5,6,5,5,Bug,,4,0,2,0,3,1,1,1,Forest,Threaded,Underdog,Wallclimber,-,-,-,-,-,-,Small,1,Bug,-,Bug,
Charjabug,6,8,10,6,8,4,Bug,Electric,4,0,1,0,3,1,1,1,Forest,Threaded,Underdog,Wallclimber,-,-,-,-,-,-,Small,1,Bug,-,Bug,Electric
Vikavolt,8,7,9,15,8,4,Bug,Electric,5,7,3,0,0,1,2,4,-,Threaded,-,-,-,-,-,-,-,-,Medium,3,Bug,-,Bug,Electric
